"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","max","min","NUM_COLLISIONS"
"202",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,78.2,70,86,75,0.747155499367889
"203",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,78.7,71.4,87.1,73,0.721871049304678
"204",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,78.5,64.5,82.9,75,0.721871049304678
"205",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,67.3,52.3,78.1,64,0.640960809102402
"206",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,72.2,57.5,82.9,64,0.780025284450063
"207",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,75.2,61.2,82,70,0.652338811630847
"208",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,73.3,65.2,78.1,70,0.61314791403287
"209",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,75.1,64.9,84.9,69.1,0.754740834386852
"210",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,74.4,53.3,82.9,66.9,0.738305941845765
"211",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,74.1,56.3,82.9,66.9,0.699115044247788
"212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,71.5,62.8,82.9,66,0.812895069532238
"213",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,73.6,62.9,82.9,66.9,0.791403286978508
"214",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,73.4,60,82.9,66.9,0.621997471554994
"215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,73.2,56,80.1,66,0.573957016434892
"216",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,70.2,47,80.1,62.1,0.689001264222503
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,72.1,52.5,82,62.1,0.686472819216182
"218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,73.4,60.5,82,64,0.642225031605563
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,73.8,69.3,81,70,0.694058154235145
"220",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,77,71.9,84.9,70,0.731984829329962
"221",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,77.2,62.8,84.9,70,0.625790139064475
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,73.5,53,82.9,64.9,0.608091024020228
"223",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,74.5,64.2,82,64.9,0.656131479140329
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,73.2,67.2,82,68,0.697850821744627
"225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,68.3,52.3,73.9,61,0.786346396965866
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,68.6,47.5,77,59,0.757269279393173
"227",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,70.9,51.5,82,59,0.857142857142857
"228",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,72.6,53.5,84,64,0.63716814159292
"229",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,72.1,54.6,84,64,0.558786346396966
"230",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,72.1,58.2,79,66,0.584070796460177
"231",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,76.6,61.9,88,66,0.685208596713021
"232",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,80.1,61.4,90,68,0.710493046776233
"233",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,75.6,68.8,90,71.1,0.730720606826802
"234",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,75.5,60.8,82,71.1,0.804045512010114
"235",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,72,49.8,82,64.9,0.666245259165613
"236",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,72.8,53.9,82.9,64,0.580278128950695
"237",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,74.5,56.8,84,64,0.65865992414665
"238",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,77.8,66.1,87.1,68,0.639696586599241
"239",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,76.4,68,87.1,71.1,0.609355246523388
"240",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,73.8,67.5,86,71.1,0.723135271807838
"241",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,75.1,64.3,84,69.8,0.757269279393173
"242",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,78.3,68.8,86,70,0.606826801517067
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,78.9,70.1,86,73,0.606826801517067
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,76.9,71.8,84,73.9,0.5448798988622
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,75.7,64.8,82,71.1,0.696586599241466
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,72.7,54,82,64.9,0.763590391908976
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,73,51.4,82,64.9,0.623261694058154
"248",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,64.7,39.9,80.1,57,0.662452591656131
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,67.8,45.9,80.1,57,0.739570164348925
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,73.7,52.8,82.9,59,0.632111251580278
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,65.3,45.6,82.9,57,0.798988621997472
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,74.9,63.7,87.1,57,0.79519595448799
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,84.4,70.9,96.1,68,0.72819216182048
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,80,69.8,86,70,0.878634639696587
"255",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,70.1,61.5,87.1,66.9,0.824273072060683
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,60.3,44.5,77,54,0.656131479140329
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,60.4,43.3,73,51.1,0.601769911504425
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,65.2,51.7,73,51.1,0.720606826801517
"259",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,57.8,38.3,73,50,0.792667509481669
"260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,60,41.9,72,50,0.721871049304678
"261",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,64.3,47.4,78.1,51.1,0.677623261694058
"262",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,67.6,53.9,79,55,0.797724399494311
"263",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,67.7,59.5,79,60.1,0.690265486725664
"264",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,65.3,53.6,77,59,0.739570164348925
"265",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,57.5,39.8,69.1,50,0.835651074589128
"266",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,58.4,40.3,73,46.9,0.777496839443742
"267",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,62.5,43.4,73,46.9,0.68141592920354
"268",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,63,52.3,73,52,0.652338811630847
"269",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,61.8,50.8,71.1,57,0.699115044247788
"270",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,64.1,49.4,73,55.9,0.691529709228824
"271",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,63.7,52.2,73,55.9,0.639696586599241
"272",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,63.1,50.7,75,55.9,0.764854614412137
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,68.2,52.1,82,55.9,0.778761061946903
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,72.7,55.9,82.9,59,0.81795195954488
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,71.7,54.7,82.9,63,0.745891276864728
"276",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,73.5,59.7,86,63,0.831858407079646
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,69.5,61.5,86,64,0.628318584070796
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,67.2,63.1,75.9,64,0.510745891276865
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,69.6,64.7,75.9,62.1,0.781289506953224
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,60.8,43.9,75.9,54,0.725663716814159
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,58.3,42.3,66.9,53.1,0.668773704171934
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,58.4,48.4,64.9,53.1,0.706700379266751
"283",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,63.3,54.4,68,54,0.785082174462705
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,65.2,45.7,72,60.1,0.702907711757269
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,60.3,49.4,72,55.9,0.634639696586599
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,58.2,46.2,66,52,0.556257901390645
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,60,49.6,72,52,0.777496839443742
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,60.6,51.9,72,53.1,0.692793931731985
"289",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,65.3,58.1,73,62.1,0.725663716814159
"290",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,63.5,47.6,73,57,0.859671302149178
"291",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,58.3,42,68,52,0.595448798988622
"292",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,57.4,39.6,64,50,0.619469026548673
"293",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,57.4,35.5,66,50,0.778761061946903
"294",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,59.5,44.8,66.9,50,0.6826801517067
"295",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,51.8,35.1,66.9,48,0.70543615676359
"296",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,47.4,29.5,54,42.1,0.798988621997472
"297",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,46.3,27.4,54,39.9,0.81795195954488
"298",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,47.9,29,54,42.1,0.791403286978508
"299",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,52.1,28.9,57.9,41,0.647281921618205
"300",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,51.5,29.6,61,43,0.783817951959545
"301",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,50.2,30,61,43,0.758533501896334
"302",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,52.8,39,60.1,44.1,0.70543615676359
"303",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,59.7,52.7,64.9,46.9,0.777496839443742
"304",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,66.2,56.7,70,53.1,0.897597977243995
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,61.3,46.6,70,55,0.696586599241466
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,49.6,32.9,68,41,0.524652338811631
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,39.4,15.9,55,35.1,0.831858407079646
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,46.8,30.4,55,35.1,0.644753476611884
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,54.4,42.1,61,41,0.802781289506953
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,57.8,51,63,48,0.816687737041719
"311",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,45,26.7,48,39.9,0.862199747155499
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,43.7,24.2,50,37.9,0.721871049304678
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,49.6,31.1,60.1,37.9,0.599241466498104
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,48.2,25,61,43,0.576485461441214
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,42.8,24.9,52,34,0.81795195954488
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,33.1,12.9,39,28.9,0.74968394437421
"317",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,40.7,15.2,52,33.1,0.783817951959545
"318",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,50,20.2,57,33.1,0.780025284450063
"319",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,52.3,35.5,60.1,44.1,0.77370417193426
"320",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,54.6,49.8,60.1,45,0.672566371681416
"321",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,60.4,45.5,64.9,51.1,0.7724399494311
"322",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,47.1,23.1,64.9,39.9,0.758533501896334
"323",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,37.5,16,51.1,32,0.767383059418458
"324",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,42.1,24.8,51.1,32,0.793931731984829
"325",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,52.8,43.7,57,35.1,0.887484197218711
"326",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,46.3,27.8,57,39,0.677623261694058
"327",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,27.6,4.8,37.4,23,0.624525916561315
"328",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,27.5,6.8,35.1,23,0.897597977243995
"329",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,48.5,44.4,62.1,33.1,0.938053097345133
"330",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,33.2,13.3,39.2,30,0.542351453855879
"331",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,33.7,13.8,39,30,0.552465233881163
"332",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,31.2,14.3,39,25,0.605562579013906
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,41.3,28.2,48.9,25,0.530973451327434
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,45.1,32.4,48.9,36,0.694058154235145
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,44.8,34.3,53.1,37.9,0.699115044247788
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,45.7,34.7,53.1,37.9,0.657395701643489
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,52.8,47,60.1,41,0.724399494310999
"338",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,52.4,48.3,62.1,43,0.959544879898862
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,38.2,29.1,42.1,35.6,0.716814159292035
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,31.6,15.6,41,28.9,0.576485461441214
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,34.6,31.2,39,28.9,0.807838179519595
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,35.7,30.2,39,30.9,0.68141592920354
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,30.1,14.1,37,27,0.764854614412137
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,26.8,8,33.1,23,0.81921618204804
"345",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,27.8,7.7,35.1,23,0.878634639696587
"346",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,28.2,17.5,34,21.2,0.872313527180784
"347",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,33.1,27.5,39.9,21.9,0.56890012642225
"348",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,30.3,12.7,39.9,26.1,0.809102402022756
"349",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,27.3,16,32,24.8,0.888748419721871
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,28.9,18.3,37,23,0.88621997471555
"351",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,36.5,20.7,45,23,0.767383059418458
"352",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,46.8,28.4,53.1,30,0.852085967130215
"353",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,55.4,44.4,63,41,0.75094816687737
"354",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,65.5,55.4,71.1,51.1,0.638432364096081
"355",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,59.8,54,71.1,52,0.893805309734513
"356",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,38.8,23.9,64,34,0.651074589127686
"357",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,31.9,18.7,35.1,28,0.541087231352718
"358",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,35.2,18.7,39.9,32,0.601769911504425
"359",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,43,22,55,30.9,0.600505689001264
"360",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,45.9,30.4,55,36,0.498103666245259
"361",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,39.8,29.2,48,28.9,0.601769911504425
"362",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,26,10.4,45,21,0.587863463969659
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,28.2,10.7,33.1,21,0.503787878787879
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,28.5,19.6,33.1,24.1,0.761363636363636
"365",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,15.6,6.7,24.8,10,0.534090909090909
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,15.8,-1.4,28,8.1,0.527777777777778
"367",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,45.6,39.8,55,35.6,0.654040404040404
"368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,12.3,-8,36,3.9,0.619949494949495
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,12.9,-5.1,21,9,0.777777777777778
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,25.3,5.4,32,9,0.708333333333333
"371",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,32.3,22.6,36,21.9,0.842171717171717
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,47.7,45.2,57.9,30,0.587121212121212
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,47.6,33.8,57.9,37,0.48989898989899
"374",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,42.7,29.3,54,37,0.717171717171717
"375",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,48.3,40,52,37,0.705808080808081
"376",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,42.6,37.5,46.9,39.2,0.736111111111111
"377",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,39.4,32.7,41,36.1,0.657828282828283
"378",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,37.8,23.5,44.6,32.7,0.743686868686869
"379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,37.6,26.9,41,32,0.565656565656566
"380",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,29.1,16,35.6,24.8,0.47979797979798
"381",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,39,21.1,44.6,35.6,0.454545454545455
"382",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,12.3,0,17.6,6.8,0.628787878787879
"383",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,13.1,-2.3,19.4,8.6,0.772727272727273
"384",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,14.7,-3.6,19.4,10.4,0.890151515151515
"385",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,21.8,6.6,28,15.8,0.599747474747475
"386",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,21.4,5.3,28,17.1,0.587121212121212
"387",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,34.8,17.4,44.1,25,0.64520202020202
"388",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,17.8,-7.2,26.1,12.9,0.636363636363636
"389",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,17.4,-2.4,23,12,0.819444444444444
"390",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,21.2,0.2,30,14,0.829545454545455
"391",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,30.7,9.9,39,16,0.707070707070707
"392",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,39.1,17.2,44.1,25,0.640151515151515
"393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,45.1,34.2,55.9,36,0.526515151515151
"394",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,28.3,20.9,42.8,21.9,0.773989898989899
"395",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,31.8,27.5,35.1,21.9,0.590909090909091
"396",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,27.3,18.7,33.1,21.2,0.718434343434343
"397",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,27.6,13.5,32,24.1,0.852272727272727
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,25.9,5,32,21,0.535353535353535
"399",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,25.5,8.3,30.9,21,0.568181818181818
"400",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,25.1,12.4,30.9,21,0.856060606060606
"401",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,21.7,4.1,28.9,16,0.803030303030303
"402",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,18.9,2.7,26.1,12.9,0.808080808080808
"403",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,29.9,24.8,36,12.9,0.564393939393939
"404",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,35.5,26.4,39.9,24.1,1
"405",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,35.6,23.9,39.9,30.9,0.651515151515151
"406",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,26.6,11.6,37,21,0.585858585858586
"407",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,23.7,3.1,32,18,0.619949494949495
"408",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,32,18.5,39,26.1,0.654040404040404
"409",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,38.4,28.2,45,26.1,0.696969696969697
"410",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,42.8,26.6,50,37.9,0.702020202020202
"411",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,39.4,36.3,48.2,35.6,0.688131313131313
"412",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,46,25.8,54,41,0.741161616161616
"413",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,48.6,26,54,39.9,0.522727272727273
